duration,start_date,start_year,start_month,start_hour,weekday,start_city,end_city,subscription_type
15.616666666666667,2013-09-18 18:56:00,2013,9,18,2,San Francisco,San Francisco,Subscriber
11.533333333333333,2013-09-18 18:58:00,2013,9,18,2,San Francisco,San Francisco,Customer
29.683333333333334,2013-09-18 19:00:00,2013,9,19,2,San Jose,San Jose,Customer
7.466666666666667,2013-09-18 19:01:00,2013,9,19,2,San Francisco,San Francisco,Customer
5.5,2013-09-18 19:01:00,2013,9,19,2,San Francisco,San Francisco,Subscriber
6.7,2013-09-18 19:02:00,2013,9,19,2,San Jose,San Jose,Subscriber
4.133333333333334,2013-09-18 19:04:00,2013,9,19,2,San Francisco,San Francisco,Subscriber
1332.0833333333333,2013-09-18 19:04:00,2013,9,19,2,Palo Alto,Palo Alto,Customer
8.233333333333333,2013-09-18 19:06:00,2013,9,19,2,San Francisco,San Francisco,Subscriber
15.4,2013-09-18 19:06:00,2013,9,19,2,San Francisco,San Francisco,Customer
6.133333333333334,2013-09-18 19:07:00,2013,9,19,2,San Francisco,San Francisco,Subscriber
7.35,2013-09-18 19:09:00,2013,9,19,2,San Francisco,San Francisco,Subscriber
7.033333333333333,2013-09-18 19:10:00,2013,9,19,2,San Francisco,San Francisco,Subscriber
17.816666666666666,2013-09-18 19:12:00,2013,9,19,2,San Francisco,San Francisco,Customer
11.816666666666666,2013-09-18 19:13:00,2013,9,19,2,San Jose,San Jose,Subscriber
4.566666666666666,2013-09-18 19:16:00,2013,9,19,2,San Jose,San Jose,Subscriber
1.2333333333333334,2013-09-18 19:16:00,2013,9,19,2,San Francisco,San Francisco,Customer
8.3,2013-09-18 19:21:00,2013,9,19,2,San Francisco,San Francisco,Subscriber
5.116666666666666,2013-09-18 19:24:00,2013,9,19,2,San Francisco,San Francisco,Subscriber
10.616666666666667,2013-09-18 19:24:00,2013,9,19,2,San Francisco,San Francisco,Subscriber
4.15,2013-09-18 19:25:00,2013,9,19,2,San Francisco,San Francisco,Subscriber
5.866666666666666,2013-09-18 19:25:00,2013,9,19,2,San Francisco,San Francisco,Subscriber
12.25,2013-09-18 19:26:00,2013,9,19,2,San Francisco,San Francisco,Subscriber
23.65,2013-09-18 19:26:00,2013,9,19,2,San Francisco,San Francisco,Customer
11.383333333333333,2013-09-18 19:26:00,2013,9,19,2,San Jose,San Jose,Subscriber
10.05,2013-09-18 19:26:00,2013,9,19,2,San Francisco,San Francisco,Subscriber
11.916666666666666,2013-09-18 19:26:00,2013,9,19,2,San Francisco,San Francisco,Customer
4.216666666666667,2013-09-18 19:27:00,2013,9,19,2,San Francisco,San Francisco,Subscriber
7.283333333333333,2013-09-18 19:30:00,2013,9,19,2,San Francisco,San Francisco,Subscriber
5.266666666666667,2013-09-18 19:30:00,2013,9,19,2,San Francisco,San Francisco,Subscriber
4.033333333333333,2013-09-18 19:31:00,2013,9,19,2,San Francisco,San Francisco,Subscriber
8.016666666666667,2013-09-18 19:28:00,2013,9,19,2,San Francisco,San Francisco,Subscriber
